Name,Address 1,Address 2,Town/City,County,Postcode,Phone number,CQC Provider ID (for office use only),CQC Location ID (for office use only),Website,Local authority,Region,Report publication date,URL,Also known as,Specialisms/services,Service types,Provider name
St John's Hospital,4-5 Chapel Court,,Bath,Somerset,BA1 1SQ,1225486400,1-101648898,,http://www.stjohnsbath.org.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-101648898,,Personal care,Organisation,
St John's Hospital,4-5 Chapel Court,,Bath,Somerset,BA1 1SQ,1225486400,1-101648898,1-125091623,http://www.stjohnsbath.org.uk,Bath and North East Somerset,South West,2019-06-25T23:00:00Z,http://www.cqc.org.uk/location/1-125091623,,Caring for adults over 65 yrs,Supported housing,St John's Hospital
Bridge Care Limited,81 St John's Road,Bathwick,Bath,Somerset,BA2 6PZ,1225484904,1-101609111,,http://www.bridgecare.org.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-101609111,,"Accommodation for persons who require nursing or personal care,Treatment of disease disorder or injury",Organisation,
Bridgemead,81 St John's Road,Bathwick,Bath,Somerset,BA2 6PZ,1225484904,1-101609111,1-108820650,http://www.bridgecare.org.uk,Bath and North East Somerset,South West,2018-06-08T23:00:00Z,http://www.cqc.org.uk/location/1-108820650,,Caring for adults over 65 yrs,Nursing homes,Bridge Care Limited
Complimenting Care Training Services (CCTS) Limited,11 The Plain,Thornbury,Bristol,Avon,BS35 2AG,1454411399,1-1890225520,,http://www.carechoice.org.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-1890225520,CareChoice sw,Personal care,Organisation,
Complimenting Care Training Services (CCTS),11 The Plain,Thornbury,Bristol,Avon,BS35 2AG,1454809070,1-1890225520,1-1933956227,,South Gloucestershire,South West,2017-06-30T23:00:00Z,http://www.cqc.org.uk/location/1-1933956227,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Homecare agencies,Complimenting Care Training Services (CCTS) Limited
Nomad Travel Bath,"First Floor, 3 Cheap Street",,Bath,,BA1 1NE,1225443776,1-2819608943,1-7339246885,http://www.nomadtravel.co.uk,Bath and North East Somerset,South West,2019-07-28T23:00:00Z,http://www.cqc.org.uk/location/1-7339246885,,Services for everyone,Doctors/GPs,TMB Trading Limited
A Dinu & E Dinu & D Mason,Chescombe Road,Yatton,Bristol,,BS49 4EJ,7934558848,1-7129733840,,,North Somerset,South West,,http://www.cqc.org.uk/provider/1-7129733840,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Yatton Dental Practice,Chescombe Road,Yatton,Bristol,,BS49 4EJ,7934558848,1-7129733840,1-7258320495,,North Somerset,South West,2013-11-02T00:00:00Z,http://www.cqc.org.uk/location/1-7258320495,,Services for everyone,Dentist,A Dinu & E Dinu & D Mason
Yatton Hall Care Home,High Street,Yatton,Bristol,,BS49 4DW,1934833073,1-116865069,1-124830371,http://www.fshc.co.uk,North Somerset,South West,2019-10-31T00:00:00Z,http://www.cqc.org.uk/location/1-124830371,,"Caring for adults under 65 yrs,Learning disabilities,Caring for adults over 65 yrs,Physical disabilities",Nursing homes,Grandcross Limited
Dr Connor Hichens,14 Castle Street,Thornbury,Bristol,Avon,BS35 1HB,1454412053,1-2980540614,,http://www.bankcottagedental.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-2980540614,Bank Cottage Dental,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Bank Cottage Dental Limited,14 Castle Street,Thornbury,Bristol,Avon,BS35 1HB,1454412053,1-2980540830,,http://www.bankcottagedental.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-2980540830,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Bank Cottage Dental,14 Castle Street,Thornbury,Bristol,Avon,BS35 1HB,1454412053,1-2980540830,1-3055129346,http://www.bankcottagedental.co.uk,South Gloucestershire,South West,2018-10-09T23:00:00Z,http://www.cqc.org.uk/location/1-3055129346,,Services for everyone,Dentist,Bank Cottage Dental Limited
Bank Cottage Dental,14 Castle Street,Thornbury,Bristol,Avon,BS35 1HB,1454412053,1-2980540614,1-3089908817,http://www.bankcottagedental.co.uk,South Gloucestershire,South West,2018-10-09T23:00:00Z,http://www.cqc.org.uk/location/1-3089908817,,Services for everyone,Dentist,Dr Connor Hichens
Bath Dental Practice Ltd,14 Argyle Street,,Bath,Avon,BA2 4BQ,1225461572,1-591951009,,http://www.pulteneydentalpractice.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-591951009,Pulteney Dental Practice,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Pulteney Dental Practice,14 Argyle Street,,Bath,Avon,BA2 4BQ,1225461572,1-591951009,1-614818580,http://www.pulteneydentalpractice.co.uk,Bath and North East Somerset,South West,2018-05-29T23:00:00Z,http://www.cqc.org.uk/location/1-614818580,,Services for everyone,Dentist,Bath Dental Practice Ltd
Peterborough Ultraasound Scans Limited,106 Bloomfield Road,,Bath,Avon,BA2 2AP,7539024691,1-5768848438,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-5768848438,,Diagnostic and screening procedures,Organisation,
North Somerset Short Breaks,23 Derham Park,Yatton,Bristol,Avon,BS49 4DZ,1934835968,1-101673126,1-946557301,,North Somerset,South West,2018-04-24T23:00:00Z,http://www.cqc.org.uk/location/1-946557301,,"Caring for children (0 - 18yrs),Caring for adults under 65 yrs",Homecare agencies,Action for Children
Poets Mews Care Home,2 Cherry Avenue,,Clevedon,,BS21 6DY,1275404840,1-6953048436,1-7438178408,http://www.averyhealthcare.co.uk/care-homes/somerset/clevedon/poets-mews,North Somerset,South West,,http://www.cqc.org.uk/location/1-7438178408,,"Caring for adults under 65 yrs,Dementia,Caring for adults over 65 yrs,Physical disabilities",Residential homes,Avery Care Clevedon Limited
Kingfisher Healthcare Limited,157 High Street,Yatton,Bristol,,BS49 4DB,1934832114,1-182506927,,http://www.kingfishercares.com,North Somerset,South West,,http://www.cqc.org.uk/provider/1-182506927,,Accommodation for persons who require nursing or personal care,Organisation,
Somerset House,157 High Street,Yatton,Bristol,,BS49 4DB,1934832114,1-182506927,1-234178887,http://www.kingfishercares.com,North Somerset,South West,2019-02-06T00:00:00Z,http://www.cqc.org.uk/location/1-234178887,,Caring for adults over 65 yrs,Residential homes,Kingfisher Healthcare Limited
Clevedon Medical Centre,Old Street,,Clevedon,Somerset,BS21 6DG,1275335666,1-199759390,1-556569440,http://www.clevedonmc.nhs.uk,North Somerset,South West,2016-11-30T00:00:00Z,http://www.cqc.org.uk/location/1-556569440,,Services for everyone,"Doctors/GPs,Doctors/GPs",Clevedon Medical Centre
Clevedon Medical Centre,Old Street,,Clevedon,Somerset,BS21 6DG,8444773751,1-199759390,,http://www.clevedonmc.nhs.uk,North Somerset,South West,,http://www.cqc.org.uk/provider/1-199759390,,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
North Somerset Community Hospital,Old Street,,Clevedon,Somerset,BS21 6BS,1275872212,1-293935970,1-310911397,http://www.nscphealth.co.uk,North Somerset,South West,2014-03-25T00:00:00Z,http://www.cqc.org.uk/location/1-310911397,,Services for everyone,"Hospital,Long-term conditions,Rehabilitation (illness/injury)",North Somerset Community Partnership Community Interest Company
YourLife (Chipping Sodbury),Barnhill Court,Barnhill Road,Chipping Sodbury,,BS37 6FG,1823448166,1-172521302,1-2232777828,,South Gloucestershire,South West,2017-08-16T23:00:00Z,http://www.cqc.org.uk/location/1-2232777828,,"Sensory impairments,Dementia,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Yourlife Management Services Limited
Worcester Lodge,30-32 Castle Road,Walton St. Mary,Clevedon,Somerset,BS21 7DE,1275874031,1-101616847,1-127451972,http://www.worcesterlodge.co.uk/,North Somerset,South West,2019-09-30T23:00:00Z,http://www.cqc.org.uk/location/1-127451972,,"Dementia,Caring for adults over 65 yrs",Residential homes,Worcester Garden (No.1) Limited
Mr & Mrs L Spiller,45 The Avenue,,Clevedon,Somerset,BS21 7DZ,1275872315,1-101627159,,,North Somerset,South West,,http://www.cqc.org.uk/provider/1-101627159,,Accommodation for persons who require nursing or personal care,Partnership,
Gorselands Care Home,45 The Avenue,,Clevedon,Somerset,BS21 7DZ,1275872315,1-101627159,1-110201378,,North Somerset,South West,2017-09-08T23:00:00Z,http://www.cqc.org.uk/location/1-110201378,,"Dementia,Caring for adults over 65 yrs",Residential homes,Mr & Mrs L Spiller
Little Dental Co Limited,1a St Saviours Road,Larkhall,Bath,Somerset,BA1 6RT,1225313914,1-152945002,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-152945002,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Larkhall Dental Practice,1a St Saviours Road,Larkhall,Bath,Somerset,BA1 6RT,1225313914,1-152945002,1-189460424,,Bath and North East Somerset,South West,2014-02-14T00:00:00Z,http://www.cqc.org.uk/location/1-189460424,,"Caring for children (0 - 18yrs),Caring for adults under 65 yrs,Caring for adults over 65 yrs",Dentist,Little Dental Co Limited
Wellsway Dental Care Ltd,56 Wellsway,,Bath,Somerset,BA2 4SA,1225312847,1-5940786171,,http://www.wellswaydental.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-5940786171,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Larkhall Springs Nursing Home,Swainswick Gardens,Larkhall,Bath,Somerset,BA1 6TL,1225466266,1-101642327,1-137414516,http://www.cedarcarehomes.com,Bath and North East Somerset,South West,2019-01-16T00:00:00Z,http://www.cqc.org.uk/location/1-137414516,,"Caring for adults under 65 yrs,Dementia,Caring for adults over 65 yrs",Nursing homes,Cedar Care Homes Limited
The Pulteney Practice,Pulteney Street Surgery,35 Great Pulteney Street,Bath,Somerset,BA2 4BY,1225464187,1-199759654,,,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-199759654,,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Diagnostic and screening procedures",Partnership,
The Pulteney Practice,Pulteney Street Surgery,35 Great Pulteney Street,Bath,Somerset,BA2 4BY,1225464187,1-199759654,1-569853716,http://www.pulteney.co.uk/,Bath and North East Somerset,South West,2017-03-09T00:00:00Z,http://www.cqc.org.uk/location/1-569853716,,Services for everyone,"Doctors/GPs,Doctors/GPs",The Pulteney Practice
Arrigadeen Nursing Home Limited,20 Cambridge Road,,Clevedon,Somerset,BS21 7HX,1275879405,1-101618680,,,North Somerset,South West,,http://www.cqc.org.uk/provider/1-101618680,,"Personal care,Accommodation for persons who require nursing or personal care,Treatment of disease disorder or injury",Organisation,
Arrigadeen Nursing Home,20 Cambridge Road,,Clevedon,Somerset,BS21 7HX,1275879405,1-101618680,1-115198329,,North Somerset,South West,2017-12-16T00:00:00Z,http://www.cqc.org.uk/location/1-115198329,,"Sensory impairments,Dementia,Caring for adults over 65 yrs,Physical disabilities","Nursing homes,Homecare agencies",Arrigadeen Nursing Home Limited
The Hatch Camphill Community,Chestnut,"23 Castle Street, Thornbury",Bristol,,BS35 1HQ,1454413010,1-101607824,1-239198069,,South Gloucestershire,South West,2019-09-05T23:00:00Z,http://www.cqc.org.uk/location/1-239198069,,Learning disabilities,Homecare agencies,Thornleigh Camphill Communities Ltd
Beechcare (Thornbury) Limited,Beech House,11 Prowse Close,Thornbury,Gloucestershire,BS35 1EG,1454412266,1-101606581,,http://www.bristolcarehomes.co.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-101606581,,"Accommodation for persons who require nursing or personal care,Treatment of disease disorder or injury",Organisation,
Beech House - Bristol,Beech House,11 Prowse Close,Thornbury,Gloucestershire,BS35 1EG,1454412266,1-101606581,1-114072878,http://www.bristolcarehomes.co.uk,South Gloucestershire,South West,2019-12-28T00:00:00Z,http://www.cqc.org.uk/location/1-114072878,,Caring for adults over 65 yrs,Nursing homes,Beechcare (Thornbury) Limited
Julian House Homeless Health Service,Julian House,Manvers Street,Bath,,BA1 1JW,1225422911,1-199759380,1-5746140934,,Bath and North East Somerset,South West,2019-07-28T23:00:00Z,http://www.cqc.org.uk/location/1-5746140934,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs","Doctors/GPs,Doctors/GPs",Heart of Bath
Leonard Elms Care Home,Brinsea Road,,Congresbury,Somerset,BS49 5JH,1934853834,1-101696535,1-130934148,http://www.optimacarehomes.co.uk/,North Somerset,South West,2019-04-30T23:00:00Z,http://www.cqc.org.uk/location/1-130934148,,"Dementia,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Nursing homes,Mr Paul Bliss
Grosvenor Place Surgery,26 Grosvenor Place,,Bath,Somerset,BA1 6BA,1225484748,1-199760225,,http://www.grosvenoplacesurgery.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-199760225,,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Grosvenor Place Surgery,26 Grosvenor Place,,Bath,Somerset,BA1 6BA,1225484748,1-199760225,1-554184471,http://www.grosvenoplacesurgery.co.uk,Bath and North East Somerset,South West,2017-03-26T23:00:00Z,http://www.cqc.org.uk/location/1-554184471,,Services for everyone,"Doctors/GPs,Doctors/GPs",Grosvenor Place Surgery
Oriel Lodge,Oriel Gardens,Swainswick,Bath,Avon,BA1 7AS,1225310301,1-4075441927,1-4149488395,,Bath and North East Somerset,South West,2018-10-18T23:00:00Z,http://www.cqc.org.uk/location/1-4149488395,,"Caring for adults under 65 yrs,Dementia,Mental health conditions,Caring for adults over 65 yrs",Residential homes,Oriel Lodge Limited
Severn View Family Practice,Thornbury Health Centre,"Eastland Road, Thornbury",Bristol,,BS35 1DP,1454412599,1-199759176,,http://www.drfoubisterandpartners.nhs.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-199759176,Thornbury Health Centre - Foubister,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Streamside Surgery - Thornbury Health Centre,Thornbury Health Centre,"Eastland Road, Thornbury",Bristol,,BS35 1DP,1454412167,1-199759962,,http://www.thornburyhealthcentre.nhs.uk,South Gloucestershire,South West,,http://www.cqc.org.uk/provider/1-199759962,Drs Male Thompson and Higgins,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Severn View Family Practice,Thornbury Health Centre,"Eastland Road, Thornbury",Bristol,,BS35 1DP,1454412599,1-199759176,1-543897510,http://www.drfoubisterandpartners.nhs.uk,South Gloucestershire,South West,2016-12-07T00:00:00Z,http://www.cqc.org.uk/location/1-543897510,Dr P J Burney and Partners,Services for everyone,"Doctors/GPs,Doctors/GPs",Severn View Family Practice
Streamside Surgery - Thornbury Health Centre,Thornbury Health Centre,"Eastland Road, Thornbury",Bristol,,BS35 1DP,1454412167,1-199759962,1-547754610,http://www.thornburyhealthcentre.nhs.uk,South Gloucestershire,South West,2016-05-24T23:00:00Z,http://www.cqc.org.uk/location/1-547754610,Drs Male Thompson and Higgins,Services for everyone,"Doctors/GPs,Doctors/GPs",Streamside Surgery - Thornbury Health Centre
Mount Elton Nursing Home,25 Highdale Road,,Clevedon,Somerset,BS21 7LW,1275871123,1-101652328,1-127973777,,North Somerset,South West,2017-02-16T00:00:00Z,http://www.cqc.org.uk/location/1-127973777,,Caring for adults over 65 yrs,Nursing homes,Churchill Property Services Limited
Dr. Eric Tonge,Sydney Road,,Bath,Somerset,BA2 6NR,1225481890,1-152945230,,http://www.bathorthodontics.co.uk,Bath and North East Somerset,South West,,http://www.cqc.org.uk/provider/1-152945230,Bath Orthodontics,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Bath Orthodontics,Sydney Road,,Bath,Somerset,BA2 6NR,1225481890,1-152945230,1-189042090,,Bath and North East Somerset,South West,2012-11-10T00:00:00Z,http://www.cqc.org.uk/location/1-189042090,,Services for everyone,Dentist,Dr. Eric Tonge
Elm View Care Home,Moor Lane,,Clevedon,Somerset,BS21 6EU,1275872088,1-102642676,1-484410765,,North Somerset,South West,2019-12-31T00:00:00Z,http://www.cqc.org.uk/location/1-484410765,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Caring for adults over 65 yrs,Physical disabilities",Nursing homes,Bupa Care Homes (ANS) Limited
